Issue Number;Title;State;Created At;Updated At;URL;comments;body
976;'Not interested' option not appearing on menu for several random  recommended videos;open;2021-10-15T19:03:34Z;2021-11-01T18:13:57Z;https://github.com/yuliskov/SmartTubeNext/issues/976;6;"The option to flag a recommended video with 'Not interested' (to block it from being recommended again) is missing on several videos.  I find this option very useful in controlling suggested/recommended videos that are displayed for me.  Also is it possible to add the 'Do not recommend this channel' option available on original youtube app? this would be awesome!
Thanks for the great work!"
911;Youtube Music Cast Support;open;2021-09-20T05:52:05Z;2023-07-14T12:43:35Z;https://github.com/yuliskov/SmartTubeNext/issues/911;6;Currently since there is no true casting support, i can't seem to get the youtube music app on my phone to work with this app. I was able to add youtube casting via the link with tv code feature, however there doesn't appear to be a way to do this with youtube music. Youtube music is a great way to listen to music only.I would really appriciate the ability to cast youtube music from my phone to smarttubenext. Currently i can cast youtube music to my fire tv via the native youtube app. I wanted to try casting to smarttubenext, primary because of the no ads feature, and additional features smarttubenext has. Alas, i am not able to cast via the tv code on youtube music, so therefore i cannot seem to find a way to do this. Please add support for youtube music, and possibly consider adding full cast support. This would be great if full casting ever gets supported. Thanks again
860;App stopped working;open;2021-09-02T18:47:19Z;2021-09-20T18:40:38Z;https://github.com/yuliskov/SmartTubeNext/issues/860;6;"No videos are listed.
Removing and re-adding account won't work. The activation code is not showing.
Deleting cache/data of the app doesn't help.

Wifi/internet connection is working with other apps. 

Using the latest stable release 

Device: Nvidia shield.

Tried using the app on my smartphone: same issue."
846;Playlists - slow loading on the sidebar;closed;2021-08-30T12:57:06Z;2021-12-14T14:08:33Z;https://github.com/yuliskov/SmartTubeNext/issues/846;6;"Hi,
Since last week updates, it takes at least 8-10 seconds to load a playlist on the sidebar. 
Also, Playlists section load is quite sluggish now (I always used Row style, and it was always fast)

P.S. At some point this summer the app was pretty perfect. Sorry to see that we are back in Beta phase. It feels like it, again. "
844;Search not showing any results. ;closed;2021-08-29T22:31:13Z;2021-09-06T22:54:37Z;https://github.com/yuliskov/SmartTubeNext/issues/844;6;There are no search results popping up regardless of search. 
789;[Feature Suggestions] Sponsor Block Improvements;open;2021-08-05T16:39:46Z;2022-01-02T13:19:14Z;https://github.com/yuliskov/SmartTubeNext/issues/789;6;"**Current Issue:** Only one type of action is allowed for all segments of the video.
**Proposed Improvement:** Introduce a default action type setting for every segment type independently. Some users would like to have the button for skipping Intro, Outro, Subscribe and Non-music segments, but automatically skip sponsor and auto-promo segments.

**Current Issue:** If you choose Notification Type ""Confirmation Dialog"" the dialog covers half of the video and darkens the other half. It requires user action to dismiss if a user wants to watch this segment.
**Proposed Improvement:** Instead of the current dialog introduce a non-intrusive semi-transparent ""Skip [segment type]"" button in the lower right corner of the video (with some padding), that appears and highlights itself by default for quick ok-button action, similar to ""skip an ad"" button in original YouTube app. When pressing back button on the remote, this skip button fades away (current behavior for the dialog), pressing any other remote button except ok and back, the normal UI appears, with this button attached to the right side next to the tittle and details, above quality info, and fades away with the UI, but remains there for the length of the segment that can be skipped. This allows for the user to have this button accessible whenever user decides to skip the current segment."
778;Many videos won’t play, says “cannot download video”.;closed;2021-07-29T14:07:50Z;2021-10-12T23:36:21Z;https://github.com/yuliskov/SmartTubeNext/issues/778;6;"Has been happening for last several updates. Briefly working immediately after updating to 11.74 but now won’t work again.

Tried on Shield Pro and a Sony android TV."
760;Selected video format is not supported loop in 11.62;open;2021-07-16T14:40:15Z;2021-08-21T17:59:33Z;https://github.com/yuliskov/SmartTubeNext/issues/760;6;One of these days I'm going to find an old version download and keep it handy for these situations.  Hasn't been stable since 11.58 with it's on quirks.
727;Microphone button on AndroidTV-remote does not trigger Youtube Search;open;2021-06-30T06:34:15Z;2021-09-22T03:09:28Z;https://github.com/yuliskov/SmartTubeNext/issues/727;6;"Hi, it would be very convenient, if this would work like the original Youtube App.
One press on microphone button, talk and getting results... ^^"
719;Selected video format isn't supported;open;2021-06-27T21:07:41Z;2022-09-25T16:53:18Z;https://github.com/yuliskov/SmartTubeNext/issues/719;6;"On Shield TV

I was in the middle of watching a video and suddenly nothing plays and everything just shows a toast with ""Selected video format isn't supported""

I was on 11.45 and it also popped up an update for 11.46. Installing this update made no difference, nothing plays."
685;Same issue , different person ;closed;2021-06-18T15:37:35Z;2021-07-15T10:28:30Z;https://github.com/yuliskov/SmartTubeNext/issues/685;6;closed 
584;Cache;open;2021-04-21T09:36:29Z;2021-04-27T23:15:40Z;https://github.com/yuliskov/SmartTubeNext/issues/584;6;SmartTube Next Apk Keeps buffering on Shield TV Pro and I have to keep on clearing the cache and have to restart the app. 
558;No playbar showing;open;2021-04-03T12:27:15Z;2021-04-04T12:41:33Z;https://github.com/yuliskov/SmartTubeNext/issues/558;6;"Hello :), 

I am comming from ""Smart YouTube TV"" since it is not working anymore (no play possible). Yesterday I downloaded the ""SmartTubeNext"" app for the first time (""STubeNext_storig_v10.135_r.apk"" to be exact). I really like the design of ""Smart YouTube TV"", but ""SmartTubeNext"" is really much faster. Thank you for that. 
But unfortunately on the ""SmartTubeNext"" app there is no playbar or anything like that showing when I pause a video (with ""Smart YouTube TV"" it showed a lot of information when paused). For ""SmartTubeNext"" it shows ""nothing"" except the video when ""paused"". Could this please be fixed? I want to see the details, e.g. resolution or playtime ""XX:XX/YY:YY"" (example: 01:24/02:05) so I can see of many time left of a video and how long I have watched (only when clicked ""pause""). 
Thank you in advance. Keep up the good work. Nice and fast(er) app!
Have a nice weekend.

PS: Or is this maybe already possible and I just could not find it? 

Edit: My device is FireTV Stick"
546;Bridhe;closed;2021-03-27T05:07:29Z;2021-09-22T03:08:38Z;https://github.com/yuliskov/SmartTubeNext/issues/546;6;Is there a bridge app I could use on my firestick for SmartTubeNext similar to the SmartYoutubeNext bridge app? If so, where do I get it from? 
509;Phone refuses to cast/connect;open;2021-03-11T05:31:45Z;2021-05-24T18:37:49Z;https://github.com/yuliskov/SmartTubeNext/issues/509;6;"Tried on 2 different phones with 2 different youtube apps. I tried to clear storage, cache and reinstall, nothing helped.  I also tried to clear devices, no dice. 

It's been very unstable for the past 10 or so updates. But now it's completely broken.

Casting works on the default app."
504;Casting from iPhone to SmartTubeNext does not work;closed;2021-03-07T16:36:48Z;2021-03-16T13:41:17Z;https://github.com/yuliskov/SmartTubeNext/issues/504;6;"The SmartTube app has been linked to the YouTube app on my iPhone 8 (iOS 14.4) via TV code, and it says connected on the phone, though the blue connecting animation is still there. Playback won't start on the Fire TV/SmartTube app. 

If there's anything I can provide to help with this, let me know. Great app, by the way 😊 

Screenshot:
![image](https://user-images.githubusercontent.com/20142443/110247211-5f2dd700-7f6b-11eb-8c5c-76d31a597026.png)"
495;Takes forever to load if at all;open;2021-02-26T22:30:53Z;2021-03-24T10:55:10Z;https://github.com/yuliskov/SmartTubeNext/issues/495;6;"I installed an update earlier yesterday and since then SmartTube has taken upwards of 5 minutes to load anything. Then if I try playing a playlist it won't let me skip to other episodes until it ""loads data"" which also takes about 5 minutes. Anyone have any suggestions?"
490;Channel sections disappeared;closed;2021-02-25T05:03:01Z;2021-03-02T03:39:31Z;https://github.com/yuliskov/SmartTubeNext/issues/490;6;"App updated to 10.105 this evening. After this, the sections in my channel subscriptions disappeared. Each channel is now just one giant grid.

Running on Nvidia Shield TV Pro, software version 8.2.2 (latest)."
470;With device screen off, autoplay next video turns screen back on.;closed;2021-02-14T09:33:31Z;2021-03-08T04:19:05Z;https://github.com/yuliskov/SmartTubeNext/issues/470;6;"(using on android tv)
I have a video playing and I turn the screen off (Android TV: Eco settings, screen off). When the next video starts playing, it turns the screen on again.
I'm not sure if this started with one of the latest updates or was it always like that."
287;Can't expand PIP to fullscreen on AndroidTV;open;2020-12-25T06:45:10Z;2021-01-12T04:57:25Z;https://github.com/yuliskov/SmartTubeNext/issues/287;6;"There doesn't seem to be any way to make a PIP (picture in picture) video go back to fullscreen on AndroidTV with a regular remote.

Am I missing how it can be done?

EDIT: In **FireOS 7**, long hold home button gives option to re-exand PIP to fullscreen.  

Does not work on MiboxS (Android TV 9.0).  Long home press brings up app drawer on right hand side

EDIT2: On **MiboxS**, you can press home to go to the main AndroidTV screen.  Under the banner ad at the top there is a ""(No title program)"" notification that you can select open on.  This brings up the option to take the PIP fullscreen."
246;Feature Request: Default Video Quality;open;2020-12-09T04:28:08Z;2021-01-22T23:43:52Z;https://github.com/yuliskov/SmartTubeNext/issues/246;6;I don't see an option in the settings to set the default quality for videos. Where if our default quality is 4k, and a video didn't offer 4k, it would just select 1080p. At the moment, the app is picking 720p even though videos have higher options. 
223;subscribe a channel;closed;2020-11-28T16:35:25Z;2020-12-01T12:18:27Z;https://github.com/yuliskov/SmartTubeNext/issues/223;6;I cant find option to subscribe a channel in smart tube next app ? 
47;Question + feature requests;open;2020-10-27T18:17:42Z;2020-11-18T21:32:12Z;https://github.com/yuliskov/SmartTubeNext/issues/47;6;"Hi!
Question: does the app have an auto updater (similar to the one from smartyoutubetv)?

If not, I request that feature!
Also:
It would be nice, if the video overlay (with all quality, timeline etc. options) would disappear automatically after a few seconds instead of requiring to click back to close it.
Also:
It would be nice, if there was a quality preset so I can always run the best possible quality available."
2668;problem in 2DIN car display ;open;2023-06-30T06:39:59Z;2023-07-06T18:14:39Z;https://github.com/yuliskov/SmartTubeNext/issues/2668;5;"https://mega.nz/file/mIxCmJSY#VcEVLyntaCdPnngpz3h0weVXv8eCtwleROsulxGN-YA

scroll doesn't work. car system has android 7
any help? thanks"
2626;Loading wheel keep spinning only, no content is displayed.;open;2023-06-15T11:30:34Z;2023-09-05T03:11:53Z;https://github.com/yuliskov/SmartTubeNext/issues/2626;5;"App version v18.15

Loading wheel keep spinning only, no content is displayed.

Tried:
1. Restart app
2. Restart the TV
3. Reinstall the app
None of them worked.

Where can we get the log or anything to help with the investigation?"
2498;While watching playback queue, pressing the skip button deletes remaining queued videos;open;2023-05-10T17:39:05Z;2023-05-26T15:20:43Z;https://github.com/yuliskov/SmartTubeNext/issues/2498;5;Just like the title says, if you have a queue of videos and you skip one by pressing the skip button, it will go to a new video, but the rest of the queued videos will be deleted, rather than going to the next video in the queue. 
2480;"Playback mode ignored; videos keep playing regardless of setting";closed;2023-05-06T18:45:10Z;2023-05-27T02:57:15Z;https://github.com/yuliskov/SmartTubeNext/issues/2480;5;"I have Playback mode set to ""Pause playback after each video"". As of 17.83, the setting is ignored. SmartTubeNext behaves as if ""Play videos continuously"" is set.

EDIT: ""Repeat current video"" functions correctly. ""Pause playback after each video"" (as mentioned) and ""Stop playback after one video"" do not work.

EDIT 2: ""Pause playback after each video"" does work when opening a channel then playing a video from there."
2467;Make a separate build for x86 or x86_64;closed;2023-04-29T17:11:53Z;2023-06-16T18:31:18Z;https://github.com/yuliskov/SmartTubeNext/issues/2467;5;"A while ago I made this Pull requests : https://github.com/yuliskov/SmartTubeNext/pull/2407

but it was not merged because the dev said that 
> Hi, this change could drastically increase the size of the final apk file. It's not good.

So can we instead getting apks of each architecture instead of only a single arm apk ? This could help us a lot with x86 hardware. Not to mention in the future some devices will only ship with 64bit support
"
2452;"Can the ""Play Incognito"" be moved further down? ";open;2023-04-25T19:54:33Z;2023-05-17T16:30:13Z;https://github.com/yuliskov/SmartTubeNext/issues/2452;5;"The ""Play Incognito"" option is currently the top entry when you long press a video, which makes it the default option when the menu opens.
Previously this was the ""Add/Remove from playlist"".
I would like to request that the playlist entry gets moved to the top again.

I can only really speak for myself, but it is used many times per day in my daily use of STN, but perhaps I'm just a rare case in that I always add things to my Watch Later before I watch them. 

Just wanted to flag that it makes my particular use of the app less smooth"
2400;"Feature request: Pressing ""back"" to home automatically enables background play.";open;2023-04-14T05:55:56Z;2023-07-12T15:37:16Z;https://github.com/yuliskov/SmartTubeNext/issues/2400;5;"Hey fellas

To avoid having to press ""background playback"" every time you want to browse for other videos, please consider adding the option to automatically background the playback when pressing ""back"" in the video player, in order to get to the menu or search.

Thanks!"
2273;Everytime I start up a video it is frozen for like 5 seconds or so before it starts playing!;open;2023-03-02T03:27:57Z;2023-04-08T17:04:48Z;https://github.com/yuliskov/SmartTubeNext/issues/2273;5;"Ever since the last few builds including the latest update ""17.24"" everytime I start up a video it is frozen for like 5 seconds or so before it starts playing. When I skip around in the video it still will freeze for a few seconds before playing.

This happens on both Shield TV Pro and on my Sony A80J TV.

I hope this can be fixed.

P.S. Videos start instantly with the official youtube app."
2257;17.20 - Lost the Video Chapter feature;open;2023-02-24T09:44:04Z;2023-02-28T16:41:41Z;https://github.com/yuliskov/SmartTubeNext/issues/2257;5;After the lastest update 17.20, the video chapter on the video progression bar disappeared... Please fix this it is such a good feature 
